name,type,lat,lon,city
"GLPS Gowthamapura, jogupalya",school,12.9696041,77.6243903,bangalore
"Thrishool School J P Nagar, Jaragana Halli 1",school,12.9032482,77.5787159,bangalore
"Holy Mother HPS J P Nagara, Jaragana Halli 1",school,12.8959609,77.5886375,bangalore
"Jyothi Kendriya Vidyalaya HPS, Jaragana Halli 1",school,12.8951036,77.5703915,bangalore
"Sri Vidyanikethan HPS Jaragana, Jaragana Halli 1",school,12.9020965,77.57588,bangalore
"Vivekananda HPS, Jaragana Halli 1",school,12.8991056,77.5763195,bangalore
"Shreyas School Jaraganahalli, Jaragana Halli 1",school,12.9040441,77.574382,bangalore
"Gk&TLPS L R Nagara, Koramangala",school,12.9505983,77.6153935,bangalore
Sincere Vidyalaya Jaraganahalli 1,school,12.8996164,77.5756288,bangalore
"GLPS Rajendranagar, Koramangala",school,12.9448595,77.6170535,bangalore
"Image School J P Nagar, Jaraganahalli 2",school,12.9004587,77.5851709,bangalore
Holy Saint Eng Sch Koramangala,school,12.9356984,77.6166336,bangalore
Neena HPS Kormangala,school,12.935468,77.6172102,bangalore
Babymona EHPS Koramangala,school,12.9349547,77.6217464,bangalore
Lawrence High School Koramangala,school,12.9399342,77.6157295,bangalore
"Mes HS, Koramangala",school,12.9412382,77.6187265,bangalore
"Sunshine HPS Lr Nagar, Koramangala",school,12.9515543,77.6190638,bangalore
"Cephas Memorial Sch Rajendranagra, Koramangala",school,12.9447944,77.6172545,bangalore
Dba Reddy Janasangha Koramangala,school,12.9289663,77.6240375,bangalore
"The Little Angels School, Kothanur",school,12.8773193,77.5834526,bangalore
"Chinmaya Vidyalaya, Koramangala",school,12.9350185,77.6276797,bangalore
Sri Maruthi Edu Trust School Kothanur,school,12.881709,77.5759556,bangalore
"Sri Sarathy English School, Kothanur",school,12.8732088,77.5744133,bangalore
"Ennar School Aadithya Nagar, Kothanur",school,12.8767474,77.5725941,bangalore
"A E T School Sree Annapoornesh, Kothanur",school,12.8755011,77.5806222,bangalore
"Glissy Public School, Kothanur",school,12.8825158,77.5758676,bangalore
"Lady Wellington School, Kothanur",school,12.8833878,77.5837275,bangalore
"Jnanavikas HPS, Kothanur",school,12.8787866,77.5777581,bangalore
"Vidyakirana Public School, Kothanur",school,12.8686079,77.5841946,bangalore
"Clever Land Kottanuru Dinne, Kothanur",school,12.8779934,77.5846361,bangalore
"Silicon Valley School, Konappana Agrahara",school,12.8507016,77.6709723,bangalore
"GLPS (U) Adugodi, Lakkasandra",school,12.9393229,77.6076781,bangalore
"Arunodaya Vidya Samsthe, Konappana Agrahara",school,12.8517345,77.668652,bangalore
"LPS Girls S R Nagar, Lakkasandra",school,12.9392239,77.6018416,bangalore
"Genises Public School, Lakkasandra",school,12.9299028,77.6071901,bangalore
Kaveri Convent HPS Madivala,school,12.9207827,77.6197807,bangalore
"New Oxford HPS Jaibhimanagar, Madiwala",school,12.9196074,77.6149457,bangalore
Khalsa Public LPS Madivala,school,12.9233791,77.618714,bangalore
Padmavathi HPS Madivala,school,12.9246386,77.6149532,bangalore
New Christ Convent HPS Madival,school,12.9203588,77.6173047,bangalore
St. Sara Eng School Madiwala,school,12.9462573,77.6173121,bangalore
"A V S Convent, Madiwala",school,12.9237085,77.6116936,bangalore
Unknown,school,12.9176584,77.6368501,bangalore
"Goldwyn Memorial Pub Sch Jakka, Madiwala",school,12.923222,77.6364709,bangalore
Government High School,school,13.0175291,77.5589477,bangalore
"Kamala Neharu Gandhi Tavarekere,Primary school Madiwala",school,12.9205575,77.6088459,bangalore
"St Flourence HS, Madiwala",school,12.9215986,77.6084916,bangalore
"Aditya Venkatapura, Madiwala",school,12.9173053,77.6330233,bangalore
"Indira Convent HS, Madiwala",school,12.9228196,77.6095716,bangalore
Krupanidhi HS,school,12.9210876,77.6188414,bangalore
Carmel Garden Public School,school,12.9172814,77.6319494,bangalore
RS Madivala School,school,12.9245862,77.6150716,bangalore
GLPS Mestri Palya,school,12.9331051,77.62526,bangalore
GLPS Sheenivagilu,school,12.9371426,77.6329739,bangalore
Holy Christ HPS Eegipura,school,12.9568937,77.6178658,bangalore
Modern HPS Eegipura,school,12.9417163,77.6309641,bangalore
Patriyot Vidyanikethan LPS,school,12.9372466,77.6330696,bangalore
Seema HPS Eegipura W No 68,school,12.9261765,77.6361788,bangalore
St Frances Icse School Koramangala,school,12.9248675,77.6292823,bangalore
GHS Ejipura,school,12.9447783,77.6288038,bangalore
Sathya Bama Gopal Eng HS,school,12.9500615,77.624214,bangalore
Chinmaya Vidya Kendra HPS,school,12.9401321,77.6306411,bangalore
Bright English HPS,school,12.950636,77.613165,bangalore
Methadist HPS Anepalya,school,12.9505064,77.6082572,bangalore
Christal LPS Neelasandra,school,12.9503639,77.6112572,bangalore
Shanthinikethan HPS,school,12.9499617,77.6182698,bangalore
Modern HPS Anepalya,school,12.9515358,77.6102985,bangalore
BES Naganathapura,school,12.8717726,77.6714141,bangalore
Sahana Vidya Mandira,school,12.8717058,77.6687097,bangalore
Credence Public school,school,12.9538525,77.613761,bangalore
Shree Vidyanikethan,school,12.8821255,77.6559921,bangalore
GLPS Parappana Agrahara,school,12.8817347,77.6597705,bangalore
"LPS Vinayakanagar,Shanthinagar",school,12.9515296,77.6017794,bangalore
Morning Glory LPS,school,12.9592835,77.5945482,bangalore
ITI Central School,school,13.0080624,77.6848145,bangalore
Sri Kumaran's English School,school,13.0090628,77.6720657,bangalore
Jubilee School,school,13.0053129,77.6749344,bangalore
Manu Kannada School,school,13.0076876,77.6683121,bangalore
Sri Vani Girls High School,school,13.004793,77.553319,bangalore
Government Model Primary School,school,12.9577457,77.5338261,bangalore
B M Valley School,school,12.9417677,77.5258988,bangalore
New Oxford High School,school,12.9847669,77.5531782,bangalore
Bethesda Academy,school,12.998522,77.6157112,bangalore
Drishti School of Photography,school,13.0489609,77.6038874,bangalore
Nathaniel School of Music,school,13.0489518,77.6039886,bangalore
Nathaniel School of Music,school,13.0626929,77.5898165,bangalore
Nathaniel School of Music,school,12.9695407,77.6065569,bangalore
Kiara Music Academy,school,12.9684861,77.6483457,bangalore
"Orchids The International School, Jalahalli",school,13.047544,77.544573,bangalore
"Orchids The International School, Nagarbhavi",school,12.9771352,77.5075287,bangalore
"Orchids The International School, VijayaNagar",school,12.970057,77.5358963,bangalore
Orchids The International School - Mahalakshmi Layout,school,13.0116909,77.5468543,bangalore
St. Jhons high school,school,12.9699359,77.5077552,bangalore
Vyasa International School,school,13.0543023,77.5685759,bangalore
Sukrupa School,school,13.0327874,77.5965496,bangalore
L.C.R. English School,school,13.0278362,77.5562995,bangalore
Lilly Rose English High School,school,12.9263406,77.6037971,bangalore
Unknown,school,12.9588096,77.6177216,bangalore
Sambhavam - Centre for Autism,school,12.9134224,77.6048622,bangalore
St. Euphrasias Girls' High School,school,12.9678052,77.6048389,bangalore
FAME India,school,12.9236698,77.5783575,bangalore
"Flourish, School Of Baking & Cake Decor",school,12.9668493,77.6068628,bangalore
Sri Sharada Nursery and Public School,school,12.9428948,77.5859861,bangalore
Bala Vidya Mandir School,school,12.986139,77.5508943,bangalore
Daffodils English School,school,13.0348455,77.5789482,bangalore
Anjanadri High School,school,12.9107638,77.6982487,bangalore
Don Bosco High School,school,13.0655474,77.6442835,bangalore
Tom & Jerry Creche,school,12.9617336,77.7133527,bangalore
Chethana Public School,school,12.8708103,77.5426386,bangalore
Athena Public School,school,12.9569921,77.5644924,bangalore
Cohesion Montessori,school,12.8606762,77.5427075,bangalore
The Alternative Learning Community,school,12.9736914,77.70845,bangalore
Sri Vidya Mandir Education Society,school,13.0020724,77.5666429,bangalore
Sharada Shri Public School,school,12.929597,77.5343709,bangalore
BBMP High School,school,12.9569478,77.6015303,bangalore
St. Anne Public School,school,12.9881515,77.5905722,bangalore
Samskruthi Public School,school,12.9054582,77.5597765,bangalore
New Era Primary & High School,school,12.9043117,77.568727,bangalore
St. Thomas International School,school,12.9036411,77.5680175,bangalore
चिरंतना इंग्लिश स्कूल,school,13.0311563,77.5778161,bangalore
SJM Public School,school,13.0418385,77.6246847,bangalore
Unknown,school,13.0599066,77.5586214,bangalore
RBANMs Govindammal Senior Primary School,school,12.9755065,77.6253762,bangalore
Unknown,school,13.0349336,77.5278295,bangalore
Oxford English High School,school,12.9758932,77.6520407,bangalore
EuroKids Shantinagar,school,12.9594748,77.5947203,bangalore
St. Frazer High School,school,13.0313563,77.6209401,bangalore
Government Lower Primary School,school,12.9651511,77.7023679,bangalore
Kidzee Pre School,school,12.9003661,77.6397981,bangalore
DBM & RJS School,school,12.9291476,77.6240789,bangalore
Shubhodhini English Medium High School,school,12.9009812,77.6400573,bangalore
Divine English School,school,13.0217397,77.5562156,bangalore
Mount Blue High School,school,12.9412113,77.7469761,bangalore
BCR Public school,school,12.8814976,77.6352146,bangalore
Community Learning Center,school,12.910312,77.5939578,bangalore
Orchids The International School,school,12.8803607,77.5796688,bangalore
SG International Public School,school,13.0110387,77.5394468,bangalore
New Learning Ladders International School,school,13.0111617,77.6613705,bangalore
Sri Vidya Mandir,school,13.0051433,77.5665532,bangalore
Sri Channakeshava English School,school,12.8703911,77.6534148,bangalore
Global/Art,school,12.9651695,77.7132267,bangalore
School Of Athens,school,12.9652449,77.7134399,bangalore
Meraki School Of Art,school,12.9669964,77.7158509,bangalore
Kidzee,school,12.9185982,77.6104487,bangalore
Gopalpur Primary School,school,13.0020286,77.7395417,bangalore
The Earth School,school,13.0072959,77.6241589,bangalore
Little Angels Public School,school,13.0362236,77.6090759,bangalore
Bellandur Government School,school,12.9306649,77.6760591,bangalore
Knowledgeum Academy,school,12.9232168,77.5763801,bangalore
AMB Public English High School,school,13.0359136,77.6048845,bangalore
Maple Bear Canadian Pre-School,school,12.861704,77.6011643,bangalore
Unknown,place_of_worship,12.9137191,77.677471,bangalore
Masjid-e-Mamoor,place_of_worship,12.935703,77.6156133,bangalore
Unknown,place_of_worship,12.956044,77.6119244,bangalore
Ragigudda Temple,place_of_worship,12.9141893,77.5933299,bangalore
Ganesha Temple,place_of_worship,12.932868,77.5872561,bangalore
Masjid Al-Salf Al-Salah,place_of_worship,13.0481957,77.6381656,bangalore
Blessing Worship Center,place_of_worship,13.0505862,77.6494896,bangalore
Kothanur CSI Church,place_of_worship,13.0568431,77.6476683,bangalore
Unknown,place_of_worship,13.0709539,77.6736535,bangalore
Unknown,place_of_worship,13.0519514,77.6893513,bangalore
Unknown,place_of_worship,13.0515303,77.6892507,bangalore
Bethel Assembly of God Church,place_of_worship,13.038559,77.6472476,bangalore
Unknown,place_of_worship,13.0375654,77.6396626,bangalore
Shalom A.G. Prarthanalaya,place_of_worship,13.0374407,77.6434734,bangalore
Rays of Peace,place_of_worship,13.032254,77.6438151,bangalore
Peniel Presbyterian Church,place_of_worship,13.0248848,77.6458889,bangalore
Ekadanta Temple,place_of_worship,13.0483161,77.5520608,bangalore
Temple Ruins,place_of_worship,12.9700819,77.5890809,bangalore
Temple,place_of_worship,13.0325981,77.6393271,bangalore
India Evangelical Church,place_of_worship,13.0203163,77.6325425,bangalore
Sri Durgadevi Temple,place_of_worship,13.0194729,77.6312833,bangalore
Masjid-E-Noorani,place_of_worship,13.0201083,77.6304232,bangalore
Veeranjeneya Temple,place_of_worship,12.9056992,77.5424892,bangalore
Shri Mahavir Digambar Jain Temple,place_of_worship,12.9584099,77.6615017,bangalore
Temple,place_of_worship,12.9931471,77.7165617,bangalore
Hoodi Mosque,place_of_worship,12.9918006,77.716493,bangalore
Shiva Temple,place_of_worship,12.9938216,77.5387868,bangalore
Ganapathi Temple,place_of_worship,12.9181989,77.573292,bangalore
Masjid-e-Yusuf,place_of_worship,13.0281528,77.6315502,bangalore
Sri Ayyappa,place_of_worship,13.0081521,77.5716854,bangalore
Sharadamba Temple,place_of_worship,13.0460808,77.5460984,bangalore
Raghavendra Temple,place_of_worship,13.0466974,77.5440647,bangalore
Gethseman Sungji Church,place_of_worship,13.0255258,77.6524721,bangalore
St Marys Syrian Knanaya Church,place_of_worship,13.0372529,77.6421063,bangalore
Unknown,place_of_worship,12.9858036,77.6055705,bangalore
Ganesha,place_of_worship,13.0077753,77.5637631,bangalore
Ganesha,place_of_worship,13.0029248,77.5663029,bangalore
Grace Church,place_of_worship,12.9998952,77.5648773,bangalore
Unknown,place_of_worship,13.0189986,77.5571289,bangalore
Sri Gayathri Devi Temple,place_of_worship,13.0187468,77.5569804,bangalore
Mathikere Masjid,place_of_worship,13.0369962,77.5573938,bangalore
Saint Sebastian Forane Church,place_of_worship,13.0240917,77.5625862,bangalore
International Buddhist Seminary,place_of_worship,13.014482,77.5761323,bangalore
Sai Baba Temple,place_of_worship,13.0046678,77.5714458,bangalore
Annamma Temple,place_of_worship,12.9451797,77.6213677,bangalore
Unknown,place_of_worship,12.9479784,77.6189413,bangalore
Ganapathi & Gayatri Temple,place_of_worship,12.9732457,77.5952706,bangalore
Unknown,place_of_worship,12.9848514,77.570647,bangalore
Chamundeshwari Temple,place_of_worship,12.9848155,77.5707656,bangalore
Unknown,place_of_worship,12.9857544,77.570503,bangalore
Unknown,place_of_worship,12.9863991,77.5707542,bangalore
Mariyamma temple,place_of_worship,12.9884301,77.5713911,bangalore
Temple,place_of_worship,12.9887069,77.5708345,bangalore
Sri Jada Muneshwara Swamy Temple,place_of_worship,12.9895905,77.5708543,bangalore
Muttumariyamma temple,place_of_worship,12.9908918,77.5696342,bangalore
Anjaneya temple,place_of_worship,12.9922759,77.568733,bangalore
Rama Temple,place_of_worship,12.9917534,77.5680966,bangalore
Om Sakthi Temple,place_of_worship,12.9921317,77.569768,bangalore
Kalikamba Temple,place_of_worship,12.9495122,77.6128103,bangalore
Unknown,place_of_worship,12.9497089,77.6128657,bangalore
Shiva Temple,place_of_worship,12.9500299,77.6132833,bangalore
Unknown,place_of_worship,12.9500555,77.6148988,bangalore
Church statue,place_of_worship,12.9494647,77.6154126,bangalore
Unknown,place_of_worship,12.9503648,77.6156719,bangalore
temple,place_of_worship,12.9503747,77.6159015,bangalore
St merry statue,place_of_worship,12.9505235,77.6162762,bangalore
Church statue,place_of_worship,12.9502096,77.6166557,bangalore
Sri Kailaseshwara Temple,place_of_worship,12.9709419,77.5735425,bangalore
Raghavendra Swamy Mutt,place_of_worship,12.9241534,77.5870587,bangalore
Unknown,place_of_worship,12.9535965,77.660901,bangalore
Anjaneya Temple,place_of_worship,12.9625258,77.5656883,bangalore
Ganesha Temple,place_of_worship,12.9062825,77.6276456,bangalore
Hanuman Temple,place_of_worship,12.8985118,77.617863,bangalore
Shanishwara temple,place_of_worship,12.8981899,77.6181991,bangalore
Ayyappa Swamy Temple,place_of_worship,12.9242835,77.6181188,bangalore
Ganesh Temple,place_of_worship,12.9380122,77.6265834,bangalore
Bethel Brethren Assembly,place_of_worship,13.0210003,77.6401088,bangalore
Ganesha Statue,place_of_worship,12.9431459,77.5893564,bangalore
Masjid Abu Bakr (RAA),place_of_worship,12.9429538,77.5927317,bangalore
Unknown,place_of_worship,13.0032767,77.6229524,bangalore
Kumaraswamy Temple,place_of_worship,12.9135232,77.5289628,bangalore
Temple,place_of_worship,13.0374987,77.6524104,bangalore
Sri Kalyana Venkateshwara Temple,place_of_worship,12.9104601,77.5823629,bangalore
Kadu Malleshwara Temple,place_of_worship,13.004966,77.5714462,bangalore
Vinayaka Temple,place_of_worship,12.9150732,77.6197271,bangalore
Lord Shiva Temple,place_of_worship,12.9066923,77.6129725,bangalore
Masjid Quba,place_of_worship,12.9080346,77.613565,bangalore
Durga Temple,place_of_worship,12.9057731,77.6125928,bangalore
Sri Chamundeshwari Temple,place_of_worship,12.9099963,77.6101216,bangalore
Sri Sai Mandiram,place_of_worship,12.9382164,77.5417664,bangalore
